160748,Yes,0,0,2,0,0,4,0,0,0,0,0,8,0,0,4,0,2,21,6,12,0,0,0,0,4,84,
160910,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,6,0,0,0,0,0,42,
160725,Yes,0,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,6,12,0,0,0,0,4,84,
161002,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,0,4,9,0,0,0,0,4,63,
160837,Yes,0,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,21,6,15,0,0,0,0,0,105,
160846,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,4,0,0,21,4,0,0,0,0,12,4,63,
160737,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,2,21,2,6,0,0,0,0,8,42,
160424,Yes,4,0,0,3,0,4,0,0,0,0,3,0,0,0,4,0,2,21,0,6,0,0,0,0,0,42,
160429,Yes,0,2,0,3,0,4,0,0,0,0,3,0,0,15,0,0,2,21,0,6,0,0,0,0,0,42,
140834,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,2,21,2,0,0,0,0,8,4,42,
161011,Yes,4,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,0,6,0,0,0,0,0,42,
141205,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,2,0,0,42,
140847,Yes,4,2,2,0,0,4,0,0,0,0,0,8,0,0,4,0,0,21,4,9,0,0,0,0,4,63,
160930,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,6,0,0,0,4,0,0,84,
140855,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,2,21,6,12,0,0,0,0,4,84,
160409,Yes,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,4,0,0,0,3,8,0,63,
140839,Yes,6,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,0,6,0,0,0,0,0,42,
160431,Yes,4,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,6,12,0,0,0,0,0,84,
141128,Yes,0,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,21,2,0,25,0,0,8,0,42,
140907,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,2,0,0,42,
141007,Yes,4,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,4,9,0,0,0,0,4,63,
160423,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,21,2,0,0,0,0,8,4,42,
160753,Yes,4,0,0,0,23,4,0,0,0,0,0,8,0,0,4,19,0,0,6,15,0,0,0,0,0,105,
161007,Yes,4,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,2,0,0,0,2,0,4,42,
141013,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,6,0,0,0,0,0,42,
160916,Yes,2,0,0,3,0,4,0,0,0,0,0,8,0,0,4,0,2,21,4,9,0,0,0,0,4,63,
160802,Yes,6,2,0,3,0,4,0,0,0,0,3,0,0,15,0,0,0,21,6,12,0,0,0,0,0,84,
160634,Yes,0,2,0,0,23,4,0,0,0,0,0,8,0,0,0,19,0,0,2,6,0,0,0,8,4,42,
141129,Yes,2,2,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,4,0,0,57,0,0,4,63,
160746,Yes,4,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,6,12,0,0,0,0,4,84,
160636,Yes,2,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,2,21,2,0,0,0,1,0,8,42,
140828,Yes,0,2,2,0,0,4,0,0,0,0,0,8,0,0,4,0,0,21,0,6,0,0,0,0,0,42,
140854,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,8,0,42,
140841,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,4,0,0,21,2,0,0,0,3,0,0,63,
160730,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,21,2,0,0,0,0,12,0,63,
141006,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,15,0,0,0,21,2,6,0,0,2,0,4,42,
160617,Yes,4,0,0,3,0,4,0,0,0,0,3,0,0,15,4,0,2,21,0,0,0,0,0,8,0,42,
160418,Yes,6,2,0,3,0,0,37,0,0,0,3,0,0,15,0,0,2,21,2,0,0,0,0,8,4,42,
140848,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,2,21,2,6,0,0,0,0,4,42,
140830,Yes,4,2,0,3,0,4,0,0,0,0,0,8,0,0,4,0,2,21,2,0,0,0,3,0,0,63,
160608,Yes,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,6,0,0,0,0,0,42,
140853,Yes,4,2,2,0,0,4,0,0,0,0,0,8,0,0,4,0,0,21,2,6,0,0,0,0,4,42,
160819,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,4,9,0,0,0,0,4,63,
160728,Yes,6,0,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,4,9,0,0,0,0,4,63,
140903,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,2,3,0,38,0,0,0,42,
160818,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,6,0,0,0,0,0,42,
160822,Yes,6,2,2,0,0,4,0,0,0,0,3,0,0,15,0,0,0,21,0,0,0,0,2,0,0,42,
160626,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,2,21,2,6,0,0,0,0,4,42,
160804,Yes,0,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,2,21,6,12,0,0,0,0,0,84,
140927,Yes,2,2,2,0,0,4,0,0,0,0,0,8,0,0,4,0,0,21,2,9,0,0,0,0,0,63,
160419,Yes,0,0,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,0,0,0,0,0,8,0,42,
160923,Yes,4,2,0,3,0,4,0,0,0,0,0,8,0,15,0,0,0,21,4,9,0,0,0,0,4,63,
141127,Yes,0,0,0,0,23,4,0,0,0,0,0,8,0,0,0,19,2,0,2,6,0,0,0,0,4,42,
160830,Yes,4,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,4,6,0,0,0,12,0,63,
160915,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,2,9,0,0,0,0,0,63,
140918,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,4,0,2,21,6,0,0,0,4,0,4,84,
160832,Yes,2,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,9,0,0,0,0,4,63,
140911,Yes,4,2,0,3,0,0,37,0,0,0,0,8,0,15,0,0,2,21,4,0,0,57,2,0,0,63,
160739,Yes,6,2,0,0,23,0,37,0,0,0,3,0,0,15,0,0,2,21,0,0,0,0,0,8,0,42,
160813,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,15,0,0,0,21,6,0,0,57,0,12,4,63,
160908,Yes,0,0,2,0,0,4,0,0,0,0,0,8,0,0,0,19,2,0,4,9,0,0,0,0,4,63,
140926,Yes,0,0,2,0,0,4,0,0,0,0,3,0,0,15,0,0,2,21,2,9,0,0,0,0,0,63,
160729,Yes,4,2,2,0,0,0,0,31,0,0,0,8,0,15,0,0,0,21,2,0,0,0,0,8,4,42,
161013,Yes,0,0,0,3,0,4,0,0,0,0,0,8,0,15,4,0,2,21,2,0,0,0,0,12,0,63,
160814,Yes,0,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,0,0,0,0,8,0,42,
161039,Yes,2,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,6,0,0,0,0,0,42,
140904,Yes,0,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,2,6,0,0,0,0,8,42,
140928,Yes,4,2,0,3,0,4,0,0,0,0,0,0,13,15,4,0,2,21,0,6,0,0,0,0,0,42,
141002,Yes,4,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,6,0,0,0,0,0,42,
141003,Yes,4,0,2,0,0,4,0,0,0,0,0,0,13,0,4,0,0,21,2,6,0,0,0,0,4,42,

140856,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,2,21,0,0,0,0,0,0,4,21,
160621,Yes,0,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,
160911,Yes,4,0,0,3,0,4,0,0,0,0,3,0,0,15,0,0,0,21,0,0,0,0,0,0,0,0,
160625,Yes,0,0,0,0,23,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,
160740,Yes,0,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,3,0,0,0,0,0,21,
140831,Yes,6,0,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,0,4,21,
160629,Yes,0,0,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,0,4,21,
141021,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,3,0,0,0,0,0,21,
140910,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,4,21,
140920,Yes,0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,
160914,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,15,0,0,0,21,0,3,0,0,0,0,4,21,
140836,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,3,0,0,0,0,0,21,
160820,Yes,2,0,0,3,0,0,0,31,0,0,0,8,0,0,0,0,0,21,0,0,0,0,0,4,4,21,
160415,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,3,0,0,0,0,4,21,
160824,Yes,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,1,0,4,21,
160924,Yes,0,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,4,21,
140912,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,3,0,0,0,0,4,21,
160921,Yes,4,2,0,3,0,4,0,0,0,0,3,0,0,0,0,0,2,21,0,3,0,0,0,0,4,21,
141211,Yes,0,2,2,0,0,0,0,0,7,0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,4,21,
140846,Yes,2,2,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,0,4,21,
140919,Yes,4,2,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,0,0,0,0,4,21,
161004,Yes,0,0,2,0,0,0,0,0,7,0,3,0,0,0,0,0,2,21,0,0,0,0,0,0,4,21,
160422,Yes,4,0,2,0,0,0,0,0,0,35,0,8,0,0,4,0,2,21,0,0,0,0,0,0,0,0,
160613,Yes,0,0,0,3,0,4,0,0,0,0,0,0,13,0,4,0,2,21,0,0,0,0,0,0,4,21,
160614,Yes,2,2,0,3,0,0,0,0,0,35,0,0,13,0,4,0,2,21,0,0,0,0,0,0,0,0,
160615,Yes,2,2,0,3,0,4,0,0,0,0,0,0,13,0,4,0,2,21,0,0,0,0,0,0,4,21,
160724,Yes,4,2,0,3,0,0,0,0,0,35,0,0,13,15,0,0,2,21,0,0,0,0,0,0,0,0,
160847,Yes,0,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,0,0,0,0,0,4,21,
161001,Yes,6,2,2,0,0,0,0,0,0,35,3,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,
161040,Yes,2,2,0,3,0,4,0,0,0,0,0,0,13,15,0,0,2,21,0,0,0,0,0,0,4,21,
161105,Yes,6,2,0,0,23,0,0,0,7,0,0,0,13,0,0,0,2,21,0,0,0,0,0,0,4,21,
161128,Yes,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,0,0,25,0,0,0,4,21,
161207,Yes,0,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,3,0,0,0,0,0,21,
140832,Yes,2,0,0,3,0,4,0,0,0,0,0,0,13,0,4,0,2,21,0,3,0,0,0,0,4,21,
140833,Yes,2,0,0,3,0,4,0,0,0,0,0,0,13,0,4,0,2,21,0,0,0,0,0,0,4,21,
140837,Yes,0,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,0,21,0,3,0,0,0,0,4,21,
140843,Yes,2,2,0,3,0,4,0,0,0,0,0,0,13,15,4,0,0,21,0,0,0,0,0,0,4,21,
140905,Yes,4,2,0,3,0,4,0,0,0,0,0,0,13,15,0,0,2,21,0,0,0,0,0,0,4,21,
140913,Yes,0,2,0,3,0,4,0,0,0,0,0,0,13,15,0,0,2,0,0,0,0,0,0,0,4,21,
140931,Yes,4,2,0,3,0,0,37,0,0,0,0,0,13,15,4,0,2,21,0,0,0,0,0,0,4,21,
140937,Yes,2,0,2,0,0,4,0,0,0,0,0,0,13,0,0,0,2,21,0,3,25,0,0,0,4,21,
141126,Yes,2,0,0,3,0,0,37,0,0,0,0,0,13,0,0,0,2,21,0,0,0,0,0,0,4,21,
141027,Yes,2,0,0,3,0,4,0,0,0,0,0,0,13,0,4,0,0,21,0,0,0,0,0,0,4,21,

160816,Yes,2,0,0,0,23,4,0,0,0,0,0,8,0,0,4,19,0,0,6,12,0,57,0,8,0,84,
160620,Yes,2,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,21,2,0,50,38,0,0,4,42,
160904,Yes,0,0,0,0,23,4,0,0,0,0,0,8,0,0,4,0,0,0,4,9,50,0,0,0,4,63,
160925,Yes,6,2,2,0,0,4,0,0,0,0,3,0,0,15,4,0,0,21,0,0,50,0,0,0,0,42,
160439,Yes,4,0,2,0,0,4,0,0,0,0,3,0,0,0,4,0,0,21,0,0,50,0,0,0,0,42,
160823,Yes,2,2,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,6,12,25,0,0,0,4,84,
141001,Yes,4,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,2,21,6,9,50,0,0,12,0,63,
140921,Yes,0,0,0,3,0,4,0,0,0,0,0,8,0,0,0,0,2,21,6,12,50,0,0,0,0,84,
160919,Yes,0,2,2,0,0,4,0,0,0,0,0,8,0,0,0,0,0,21,6,12,25,19,0,12,4,84,
161006,Yes,6,2,0,3,0,4,0,0,0,0,0,0,13,0,0,0,2,0,2,6,50,0,0,0,4,42,
